input,ideal
"Wesley Sneijder has apologised after unwittingly launching his knife range in Galatasaray colours on the 15th anniversary of two Leeds United supporters being stabbed to death in Istanbul. Leeds fans, Kevin Speight and Christopher Loftus, were killed before the UEFA Cup semi-final first leg against Galatasaray in Taksim Square, Istanbul, on April 5, 2000. A minute's silence will be held before Leeds and Blackburn Rovers meet at Elland Road on Saturday, but Sneijder tweeted on the morning of the Championship match: 'Finally my GalatasaraySK knife set is now available and can be delivered everywhere.' Galatasaray striker Wesley Sneijder tweeted this advertisement for his knife range on Saturday morning . Sneijder launched his knife set online via Dutch firm Senvi which are available for £22 . Sneijder later deleted the tweet and apologised as supporters reacted angrily to the ill-timed endorsement . Sneijder: 'Very sorry. I didn't know this and deleted our promotion for the merchandise kitchen item. #Respect' The striker later deleted the tweet and apologised as one fan @Leedsu1Ross wrote back: '15 years ago 2 Leeds fans went to Istanbul to support their team & never returned. RIP Chris & Kev. Knives are for cowards.' Sneijder replied: 'Very sorry. I didn't know this and deleted our promotion for the merchandise kitchen item. #Respect.' Turkish supporter Ali Umit Demir was jailed for 15 years for the deaths of Loftus and Speight, while four other men were sent to prison for their part in the attack. A Leeds spokesman said: 'It would be disappointing to see this on any day but especially this weekend when we have a number of tributes planned out of respect for the fans who went to watch their team and never came home.' As well as the minute's silence, fans are planning to hold photographs of Loftus and Speight to mark the 15th anniversary since their deaths. This video grab shows one Leeds fan being led away by Turkish police in Istanbul on April 5, 2000 . Another fan is led away on the controversial night ahead of the 2000 UEFA Cup semi-final first leg in Istanbul . These Daily Mail front pages from April 6 (left) and April 7 (right) show how we reacted to the horrible news . Fans mark the 15th anniversary of the death of the two fans who were murdered . Leeds fans hold up pictures of Kevin Speight and Christopher Loftus on the 15th anniversary of their death .","Leeds fans, Kevin Speight and Christopher Loftus, were killed before the UEFA Cup semi-final first leg against Galatasaray in Istanbul in April 2000 . Leeds are marking 15th anniversary with a minute's silence on Saturday . Wesley Sneijder tweeted on the morning of the match: 'Finally my GalatasaraySK knife set is now available and can be delivered everywhere' The striker later deleted the tweet after receiving angry responses . Sneijder replied to one supporter: 'Very sorry. I didn't know this and deleted our promotion for the merchandise kitchen item. #Respect'"
"Floyd Mayweather Snr has ducked the verbal jabs aimed at him from Manny Pacquiao's trainer Freddie Roach, insisting that 'he can say what he wants'. Ahead of Floyd Mayweather Jnr's eagerly-anticipated mega-fight with Pacquiao in Las Vegas on May 2, Roach has blasted the elder Mayweather and insisted that the Money Man would be far better off preparing for the May showdown with his uncle Roger. 'My whole thing is, Floyd's not going to have his best cornerman in his corner because there's no question in my mind that Roger is the better trainer,' Roach told Yahoo Sports. Floyd Mayweather Snr has refused to respond to criticism from Manny Pacquiao's trainer Freddie Roach . Roach has blasted Mayweather Snr calling him a 'terrible cornerman' ahead of the May mega-fight . Floyd Mayweather Jnr (right) gave fans an inside look of his private jet via his Shots account on Wednesday . 'Floyd got 90 percent of his wins with Roger working with him. Roger is way better. I think Floyd Snr is a terrible cornerman, I really do.' But Mayweather Snr stated on Wednesday that he would not be responding Roach's criticism and would be leaving his son to do the talking in the ring. 'He's not going to get under my skin now,' said Mayweather Snr of Roach. 'I've got the right thing to do now. I don't have anything to say. All I can say is that after this fight, he ain't going to be getting no more accolades or awards or whatever else they're giving out. He won't be a part of none of that. 'I still make the poems and all that stuff, but you know what? I'm going to kind of lay back with Freddie Roach. He can say what he wants. What I have to say to Freddie Roach is, if you want to talk, go for it.' Pacquiao is joined by his training entourage as he gets through an early morning jog on Wednesday .",Freddie Roach said Floyd Mayweather would be better off with his uncle . Mayweather Jnr will fight Manny Pacquiao in Las Vegas on May 2 . The mega-fight is expected to generate a final purse of $300m . Mayweather uploads photo inside his private jet ahead of Pacquiao bout . Pacquiao turns on the charm for interview on Mario Lopez's Extra . CLICK HERE for all the latest Mayweather vs Pacquiao news .
"At least three terror groups plotting attacks against Britain have changed their communication methods since the leaks by Edward Snowden, it was claimed last night. The Al Qaeda-linked networks have altered their tactics since the fugitive stole intelligence files from GCHQ and the US National Security Agency, according to a report. Extremist websites have also moved to protect their digital communications by releasing encryption programmes for followers, making it harder for extremists to be tracked down. Scroll down for video . Last Week Tonight host John Oliver flew to Moscow to grill Edward Snowden about the leaking of 'harmful' documents and asks him to explain why he did it . Evidence of the harm done to intelligence agencies across the world after the former CIA contractor leaked 1.7million classified documents in 2013 is compiled in the first comprehensive public analysis of the leaks by the Henry Jackson Society security think-tank. The Snowden files revealed details about covert attempts by agencies to view citizens' private information by gathering internet histories, emails, text and call records and passwords. Now the Henry Jackson Society has found that at least three Al Qaeda affiliates are known to have altered their communications. The think-tank has also found other groups using human couriers instead of email and mobile phones. Snowden fled justice in the US to Hong Kong, then Russia, where he was granted asylum and now lives in a secret location . Jihadist websites also released three 'significant' encryption programmes 'within a three- to five-month time frame of the leaks', meaning fanatics are harder to detect and encrypted emails take longer to decipher. Report author Robin Simcox said: 'The focus has been about the so-called mass surveillance by GCHQ and the NSA but these leaks have allowed extremist groups and jihadists to look at our capabilities – what we can and can't do – which has given them a great insight. 'At a time when the range of threats against the West has never been greater, with Yemen, Iraq, Syria, Somalia and Al Qaeda in Pakistan, it is astonishing the focus has been more on the shortcomings of our intelligence agencies and not the fact Snowden has helped terror suspects drop off the radar. 'He has caused severe damage to our ability to fight extremism.' MI5 director general Andrew Parker has called the traitor's actions a 'gift to terrorists'. On Monday, Snowden revealed he had not read all the top-secret dossiers he stole before handing them to newspapers including the Guardian – a move which has put lives in jeopardy from terrorists. He claims he had to act because the US and other Western governments' policies were a 'threat to democracy'. He fled justice in the US to Hong Kong, then Russia, where he was granted asylum and now lives in a secret location.","Al-Qaeda linked networks have altered tactics since Snowden stole files . He stole intelligence files from GCHQ and US National Security Agency . He fled justice in US to Hong Kong, then Russia where granted asylum ."
"It's said eating slowly helps bring the taste and texture of foods to the foreground. But Cooper the Labrador certainly doesn't care about being a culinary connoisseur, as a new video shows. Katie Gallegos from  Clackamas County, Oregon, decided to take the pooch to a McDonald's drive-thru for an ice cream with his pal Daisy. But while the small female pup takes a few ladylike licks, Cooper gobbles the rest of the cone up in one bite. Gallegos, who runs Dogpatch Resort, says that Cooper always eats very quickly. Therefore, she always makes sure Daisy gets her fill first before offering the meal on. To date the video of Cooper's ice cream outing has been watched more than seven million times. Weekly treat: Katie Gallegos from Clackamas County, Oregon, decided to take Cooper the dog (right) to a McDonald's drive-thru for an ice cream with his pal Daisy . Dining etiquette: But while the small female pup takes a few ladylike licks, Cooper gobbles the rest of the cone up in one bite . While some viewers have deemed the scene 'cute' and 'hilarious', others have criticized Gallegos for feeding her pups the creamy treat. However, the animal-lover who runs a dog resort, insists  that it's perfectly fine. In response to comments, she wrote: 'I love that so many people are concerned . . . Cooper is quite the athlete and in amazing health. 'I lost my Sammy ( a large breed mutt) last year at 19 years old...he had an ice cream about once a week like Cooper. Down in one bite: Gallegos says that Cooper always eats very quickly . Fan club: To date the video of Cooper's ice cream outing has been watched more than seven million times . 'Little Daisy on the other hand, gets only a few licks every now and again because of her size.' It seems that the two canines have quite a penchant for fast food. Indeed, another video shows the duo visiting a Starbucks for a 'pup-uccino'. Again, Cooper takes the whole cup away in his mouth to demolish the contents. Gallegos notes that the beverage does not contain any coffee and is merely a dollop of 'whip cream in a cup'.","Katie Gallegos from Clackamas County, Oregon, decided to take the pooch to a McDonald's drive-thru for an ice cream with his pal Daisy . But while the small female pup takes a few ladylike licks, Cooper gobbles the rest of the cone up in one bite . Gallegos says ice cream is a weekly treat for her pets ."
"Crime and punishment: Erica Ginnetti, 35, has been sentenced to 30 days, house arrest and probation for having sex with a 17-year-old student . A disgraced Pennsylvania math teacher has been sentenced to 30 days in jail, house arrest and probation for having sex with a 17-year-old student and sending him X-rated photos. Erica Ann Ginneti, 35, a married mother of three from Philadelphia, pleaded guilty in December to institutional sexual assault and disseminating sexually explicit materials to a minor. The former math and calculus teacher at Lower Moreland Township School District had been facing seven to 14 years in prison, but on Friday Judge Garrett Page sentenced her to 3-23 months, including the first 30 days in jail and the next 60 on house arrest. She also faces three years’ probation, 100 hours of community service and will have to register as a sex offender for the next 25 years, according to The Intelligencer. Ginneti’s jail terms begins April 10. In court Friday, Mrs Ginneti wept as she read a letter of apology in hopes of offering the victim 'closure for this nightmare.' Prosecutors said the boy had seen his grades drop in his senior year and has been struggling with social interactions. The former educator described for the court how she has reconciled with her family and embarked on a new career as a fitness instructor. In her time off, she volunteers at a church, reported Philadelphia Inquirer. Judge Garrett Page told Ginneti he was certain she would continue to turn her life around, but he reminded her that her ill-thought actions had had devastating consequences. 'One bad day because of sexual hunger has resulted in all this avalanche of harm,' Page stated. He also chastised her for sending her male student explicit photos and videos of herself, which he likened to ‘dangling candy’ in front of the boy. The judge later clarified that he does not think the defendant is a 'bad human being,' but stated she must be punished for her ‘bad act.’ Ginnetti, pictured above with her husband, first approached her victim in May 2013 when she chaperoned the senior prom and invited him to come work out at her gym . Ginneti's attorney asked the judge to spare her jail time so she could care for her small children. She was fired by Lower Moreland Township School District after her arrest in January. According to investigators, the math and calculus teacher first approached the victim in May 2013 when she chaperoned the senior prom and invited him to come work out at her gym. A few days later the 17-year-old responded to Ginnetti with a text message, and the two began communicating on a daily basis. The criminal complaint against Ginnetti says that over the next several months, she sent the minor sexually explicit text messages, photos depicting her wearing bikini, a thong and other underwear, and videos showing the woman undressing suggestively and performing a sexual act on herself, according to The Bucks County Courier Times. According to officials, the illicit relationship culminated in July 2013 when Ginnetti and the student met for coffee in Starbucks and then drove to an industrial park to have sex in her car. She then allegedly dropped her paramour back at the coffee shop and told him not to tell anyone about the encounter. Authorities say the investigation began after they received a tip-off that students had been overheard discussing X-rated pictures showing a minor and Ginnetti doing 'sexual things.' When police questioned the 17-year-old boy, he came clean about the affair and Ginnetti then also confessed to having a relationship with the student, police said. Watch the full report on CBS Philly here. Two months after Ginnetti first met her 17-year-old victim at his prom in May 2013 they drove to an industrial park and had sex in her car . The 35-year-old, pictured above after her arrest in January 2014, will have to perform community service and register as a sex offender . ‘I would say that she treated her relationship with this student as she would have treated a relationship with an adult with whom she was involved,’ Montgomery County District Attorney Risa Vetri Ferman told The Mercury News in January. Police said they found several texts the lovers had exchanged discussing their July outing and one mentioning ‘a used condom that had been left in Ginnetti’s vehicle,’ according to the criminal complaint. On the night of the alleged tryst, after he returned home, the student told police he got a text from Ginnetti asking him to ‘do it again.’ As part of her $50,000 bail condition in January, Ginnetti was forbidden from having unsupervised contact with any minors except for her own children, ages 8, 11 and 14. She also had to surrender...","Erica Ginnetti, 35, was sentenced to 30 days in jail, 60 more under house arrest, 100 hours of community service and three years' probation . She pleaded guilty in a Pennsylvania court in December to having sex with a 17-year-old student . She tearfully read an apology letter in court Friday to provide closure for the teen . Married mother of three said she has mended fences with her family and became a fitness instructor . A judge told Ginneti her 'sexual hunger' had devastating consequences for two families . She first approached her victim in May 2013 when she chaperoned the senior prom and invited him to come work out at her gym . Two months later they met at Starbucks and drove to an industrial park to have sex in her car ."
"Scientists in Italy have extracted the oldest ever DNA sample to be taken from a Neanderthal. Calcium formations on ‘Altamura Man’ - a skeleton found in a cave in 1993 - suggest he was 128,000 to 187,000 years old. Now researchers plan to sequence his DNA to see if they can reveal new details about the evolution of our ancient ancestors. Scroll down for video . Calcium formations on ‘Altamura Man’, a skeleton found in a cave in 1993, suggest he was 128,000 to 187,000 years old. Now researchers plan to sequence his DNA to see if they can reveal new details about the evolution of our ancient ancestors. Researchers have, up until now, held off from excavating the remains as they believed it would cause irreparable to the skeleton. An earlier study of the head and part of a shoulder of suggested the skeleton belong to a Neanderthal. The current project has been ongoing for six years with researchers taking a tiny part of shoulder bone and analysing it in the lab. It is believed that Altamura Man was left in such a peculiar spot after falling in a well and getting stuck. Altamura is a city of Apulia, in southern Italy. It is believed that Altamura Man was left in such a peculiar spot after falling in a well and getting stuck . Researchers have, up until now, held off from excavating the remains as they believed it would cause irreparable to the skeleton. An earlier study of the head and part of a shoulder of suggested the skeleton belong to a Neanderthal. Pictured is ‘Altamura Man's’ skull from different angles . Scientists assume he starved to death, or died from lack of water - but not much else is known about his life. Analysis revealed that the calcite on skull was formed 172,000 to 130,000 years ago, during a period when ice sheets were expanding significantly from out of Antarctica and Greenland. The team say samples of DNA have also been retrieved from the sample, and because of the age, represent the oldest such samples ever recovered from Neanderthal remains. It has been around 30,000 years since the ancestors of modern-day humans are thought to have wiped out the ancient Neanderthals. But the extinct species could be taking revenge on us from beyond the grave by making us more vulnerable to potentially killer diseases such as cancer and diabetes. Neanderthals and modern humans are thought to have co-existed for thousands of years and interbred, meaning Europeans now have roughly two per cent Neanderthal DNA. These 'legacy' genes have been linked to an increased risk from cancer and diabetes by new studies looking at our evolutionary history. However, some genes we inherited could have also improved our immunity to other diseases. Scientists have found that part of our HLA system, which helps white blood cells to identify and destroy foreign material in the body, could have come from Neanderthals. Other researchers have suggested that humans outside Africa are more vulnerable to Type 2 Diabetes because they interbred with Neanderthals. Researchers from Oxford and Plymouth universities have also found that genes thought to be risk factors in cancer were present in the Neanderthal genome. If they manage to sequence the DNA, they hope it might reveal new details about the evolution of hominids in general and the early history of the Neanderthal. Separate research earlier this week found that Neanderthals suffered from a wide range of diseases that still plague us today - and this may be what killed them off. They have found evidence that suggests our prehistoric cousins would have been infected by diseases such as tuberculosis, typhoid, whooping cough, encephalitis and the common cold. But anthropologists from Cambridge University and Oxford Brookes University say that new diseases carried by modern humans may have led to the downfall of Neanderthals. Neanderthals are thought to have numbered up to 70,000 at their peak and lived in hunter gatherer societies .","Altamura Man was discovered in a cave in 1993 in southern Italy . Skeleton's calcium formations suggest it is 128,000 to 187,000 years old . Scientists have successful extracted DNA and are trying to sequence it . They say DNA might reveal new details about the evolution of hominids ."
"Tragedy: Dr. Frederic Brandt was battling with extreme depression before his suicide on Sunday a police report revealed on Tuesday . Fredric Brandt was suffering suicidal tendencies for just 10 days before he killed himself, revealed the police report into the tragic passing of the celebrity plastic surgeon. Brandt was discovered hanged inside the garage of his Coconut Grove home by his friend, John Joseph Hupert, at around 9.15am on Easter Sunday morning. According to the police report, Hupert was concerned for his friend and was staying with the doctor because he was suicidal. The last time Hupert said he had seen Brandt alive was around 11.30pm on Saturday. The police report says that Brandt's psychiatrist Dr. Saida Koita had become so worried for her patients state of mind that she ordered Hupert to stay with him to monitor him. She also revealed she had him on daily medication and was seeing him everyday for therapy sessions. The news that Brandt had descended into severe suicidal depression only very recently comes after claims that the 'Baron of Botox' killed himself after a 'bullying' TV series penned by Tina Fey aired on Netflix. The Unbreakable Kimmy Schmidt premiered on Netflix on March 6 and features a character called, Dr Franff. Played by comedian Martin Short, Franff has a high-pitched laugh, a speech impediment and absurd habits like drinking from a surgical bag. His face appears to be a grotesque exaggeration of Brandt's own appearance. Indeed, sources close to Brandt said the doctor, who suffered from depression, told People magazine he was 'definitely hurt' by an apparent portrayal of himself on the Netflix show. The friend called the Kimmy Schmidt send up 'bullying,' but added that it did not cause his suicide. Sources were today opening up about how Brandt was wounded by the characterization - though they said that this suicide could not be pinned on one insulting TV show. A friend speaking to People said: 'It was making fun of him for the way he looked and it was mean and it was bullying. '...It wasn't the only thing troubling him, it was just one factor. It definitely hurt him. He was absolutely upset, who would want that? But that was not why he committed suicide. But it didn't help. Scroll down for videos . Discovery: Dr. Brandt was found by a friend inside his home early on Sunday morning having taken his own life . Startling resemblance: Dr 'Franff' (played by Martin Short) – his name was Grant, but Franff is how he pronounced it due to all the surgery and injectables he’d presumably had - is lampooned in Tina Fey's Netflix show Unbreakable Kimmy Schmidt . Brandt worked with stars including Madonna, Stephanie Seymour and Jane Holzer. Left, the doctor is pictured with morning show host Kelly Ripa in 2011 at his Dr Fredric Brandt's SiriusXM launch and right, with comedian Joy Behar at the same event . Speaking out: Jeff Richmond, left in New York City today, spoke out on Monday over the death of Dr Fredric Brandt. The plastic surgeon was reportedly upset over his portrayal in Unbreakable Kimmy Schmidt, which Richmond's wife Tina Fey, right with Martin Short, created and for which Richmond has producing credits . Another source, speaking to the New York Daily News, said that Brandt had become fixated on his appearance and cried in front of patients. The source said: 'He worked 15-hour days, his office was jam-packed, and I paid him a compliment. He was so sensitive he started to cry. He said how awful the public was, and how mean people are. He was really affected by negative feedback.' When DailyMail.com asked Tina Fey's husband Jeff Richmond about Brandt's death near his home in New York City's Upper West Side, he said he hadn't been aware of it. Richmond is an executive producer and music composer on his wife's show. He said: 'That's very sad. I don't know anything about it. I just got home. Tina might know, I don't. She's not home.' Brandt was highly-regarded for his cosmetic work across the industry, with high-profile stars including Madonna, Stephanie Seymour and Kelly Ripa. The doctor was found dead at his Coconut Grove mansion in Miami where he lived alone with his dogs. Report: The police report reveals that Dr. Fredric Brandt was suffering from extreme depression before his death and wanted to kill himself . Report: The report reveals the circumstances in which the body of Brandt was discovered inside his Miami home . Successful businessman: Dermatologist Dr. Frederic Brandt poses for a portrait with his newest additions to his skin-care line in 2013 . Abravanel said that sources told her Dr Brandt was 'devastated' over comparisons to the enthusiastic doctor on Unbreakable Kimmy Schmidt . The plastic surgeon,...","Fredric Brandt had been suicidally depressed for 10 days before he took his own life . Police report into the 65-year-old's suicide reveals Brandt was found on Sunday morning by friend, John Joseph Hupert, inside his garage . Hupert was staying with the cosmetic surgeon on doctors orders to monitor Brandt's suicidal tendencies . Hupert revealed that Brandt had been taking medication for his depression . Paramedics declared the plastic surgeon dead at the scene after having found he hanged himself . Brandt's psychiatrist, Dr. Saida Koita, arrived soon afterwards and told police she had been treating Brandt daily . Brandt was reportedly devastated by parody character Dr Franff in hit Netflix series Unbreakable Kimmy Schmidt which debuted on March 6 . Friends said that, though Dr Brandt was upset, show didn't cause his death ."
"Host commentator . Wow. Real Madrid haven't got going tonight (I was about to write a post about how Barcelona were 5-0 up at this point) but James Rodriguez produces a bit of individual magic to opening the scoring. The ball bounces up to the Colombian who unleashes a stunning left-footed volley, dipping over the goalkeeper and into the top corner at some speed. That was very World Cup-esque, if you don't mind me saying. 39mins: As bad as Real have been, credit must go to Almeria. Their work rate has been exceptional while they are passing and moving, not exactly looking like a side who are sitting just above the relegation zone. They have completed 184 passes so far today, which is a decent stat given it's not even half time yet. 31mins: But still, it's the visitors who are getting in behind more than Real. There are a few whistles in the crowd, and that's about the only atmosphere there is at this point. Things may get better now though, it's Ronaldo time again with the dead ball... but oh dear. That sums it all up, a limp effort rises way over the crossbar. 27mins: Uh oh. Free-kick time. James is clipped from 30 yards out and Ronaldo is licking his lips. Can he spark this game into life? Nearly! A swerving effort from left to right, the keeper is beaten but the ball doesn't quite dip in time and lands on the roof of the net. 24mins: Again, nice play from Almeria! Thomas, on loan from Atletico, shows his skills down the right before cutting the ball back for Corona, who fluffs his lines. Definitely a half chance for the visitors. Real need to wake up. 19mins: Considering the pace Barcelona were playing at last night this is pretty, er... slow. Real haven't found their rhythm yet while Almeria are just letting them pass from side to side. 15mins: Few more shots for the visitors, but they're both from around 25 yards and Keylor Navas won't be worried by those. Still, they're getting forward while leaving enough men back to fend against what could be a devastating counter attack. 12mins: Better from Almeria. They've won two out of their last three and are trying to bring some of that confidence into this one. Some sloppy passing from Illarramendi almost leads to a chance, as top scorer Hemed looks to get on the end of a cross. 7mins: Three shots already for the hosts, with Ronaldo having the latest two. No goals? Come on Cristiano! First, he runs at the Almeria defence but his left-footed strike is straight at the keeper who flicks it behind - and then from the resulting corner he rises highest but that's ballooned over the bar. 3mins: Almeria have quite a bit of the ball early on but unsurprisingly it's Real who almost force the opening. Javier Hernandez gets space down the left flank and his first time ball is just inches away from Cristiano Ronaldo at the back post. Soon after James meets Arbeloa's drilled cross from the right, but the goalkeeper can watch that one wide. Ominous signs for the visitors with all this space early on though... Away we go! Real Madrid kicking from left to right in the first half. The sun is shining at the Bernabeu, where Odegaard came out prior to kick-off to take a picture. Cute. Minutes until kick-off now, Madrid will be hoping to follow Barca's lead and turn on the style too. Both sets of players wearing 'Todos Con Nepal' t-shirts in support of the victims of the Nepal earthquake, and there will also be a minute's silence. Under the terms set out by Manchester United when they loaned the 26-year-old to Madrid, Thursday April 30 marks the end of the Spanish club's 'exclusivity period' to buy the player. So, will he impress tonight? Real Madrid have scored 21 goals in their last four games against Almeria, including an 8-1 victory at the Bernabeu two years ago. Carlo Ancelotti has made nine changes tonight with Iker Casillas, Dani Carvajal, Sergio Ramos, Marcelo dropping out, though there is still place for Cristiano Ronaldo and Javier Hernandez. And on that note... Real Madrid: Navas, Arbeloa, Pepe, Varane, Coentrao, Kroos, Illarramendi, Rodriguez, Ronaldo, Jese, Hernandez . Subs: Casillas, Marcelo, Nacho, Lucas Silva, Isco, Odegaard, Mayoral . Almeria: Ruben, Ximo, Trujillo, Mauro, Mane, Verza, Thomas, Corona, Dubarbier, Hemed, Edgar . Subs: Julian, Casado, Jonathan, Sanchez, Espinosa, Marin, Azeez . Referee: Ignacio Iglesias Villanueva . It may only be a home clash against lowly Almeria, but tonight could be the biggest night of a 16-year-old's life. Norwegian wonderkid Martin Odegaard has been named on the bench for this evening's La Liga game and may make his debut. Before that...",Martin Odegaard may make Real Madrid debut after being named in squad . Iker Casillas also on the bench for the European champions . Madrid hope to narrow five point-gap to Barcelona at top of La Liga . Clash against Almeria at the Bernabeu will kick off at 7pm .
"(CNN)38 and home. The Kentucky Wildcats' bid for perfection ended Saturday night at the hands of the Wisconsin Badgers, who rallied for a tough 71-64 victory in the NCAA men's basketball Final Four at Indianapolis. They will meet four-time national champ Duke in Monday night's title game. The Blue Devils dominated Michigan State 81-61 in the first contest of the night. National player of the year finalist Frank Kaminsky led Wisconsin with 20 points and 11 rebounds. Junior forward Sam Dekker added 16 points. ""These guys just gutted it out.,"" Wisconsin Head Coach Bo Ryan said. ""We just kept battling on every possession."" Freshman Karl-Anthony Towns led Kentucky with 16 points. Sophomore Andrew Harrison chipped in 13 points while Aaron Harrison had 12 points. Kentucky came into the game as the first men's team to have a 38-0 record. But the Badgers fought back from a 60-56 deficit with 6:39 left in the game. Wisconsin went on an 8-0 run to regain a lead it never relinquished. It will be looking to win its first title since 1941. As the final minutes ticked off, the Wildcats failed to score. They were stuck on 60 for five minutes. The Harrison twins, who shot well in the first half, couldn't get much done offensively. ""I didn't execute. I mean, we didn't execute as a team, but me being the point guard, I didn't do what coach told me to on a couple of occasions,"" Andrew Harrison said at the postgame news conference. His coach sternly interjected. ""He did fine. He did fine,"" John Calipari said. Meanwhile, Dekker stepped up, making a layup, a three-pointer and a free throw as the Badgers scooted ahead. Calipari said the Badgers did a good job defending the Kentucky big men. ""They crowded us a little bit, and (our) guys got a little tentative,"" he said. Calipari looked at the stat sheet: Kentucky had only six turnovers, hit 90% of its free throws, made 48% of its field goals, and lost. He said his team struggled to guard Wisconsin's players, and the rebound battle -- which Wisconsin won by 12 -- was crucial. Kamisky, who turned 22 on Saturday, was asked how the Badgers outrebounded a team that is the tallest in basketball. ""We stayed into them, attacking them, trying to do whatever we can,"" he said. ""Just trying to keep them off the glass was one of our main priorities."" Freshman Justise Winslow led Duke with 19 points while national freshman of the year Jahlil Okafor had 18 points, 10 of which came in the first half. Senior guard Quinn Cook had 17. ""The defense was terrific,"" Duke Head Coach Mike Krzyzewski said. ""We drove the ball with such strength. I actually think our offense gave our defense a push."" Junior guard Denzel Valentine sparked the Spartans with three early three-pointers and finished with 22 points and a game-high 11 rebounds. Senior guard Travis Trice had 16 points. The Spartans, of the Big Ten, began the game in a higher gear than Duke, and quickly took an eight-point lead. But after Valentine hit his trio of long-range shots and Michigan State led 14-6, the Spartans struggled to get baskets the rest of the first half. ""They did a good job of denying us and forcing us out (farther from the basket). We took some bad shots,"" Valentine said. Duke occasionally used a 2-3 zone defense that protected some of its players with foul concerns and slowed the Spartans down. But it was when Duke played man-to-man that the Spartans really had a hard time scoring. State made five of its first seven shots, then only made three more in the final 16 minutes of the opening half. The Blue Devils, of the Atlantic Coast Conference, found baskets inside as the 6-foot-11, 270-pound Okafor powered for points around the basket. Winslow used his quickness to score seven points in the first half, but he only played 12 minutes because he committed two fouls. Duke led at halftime 36-25, a turnaround of 19 points from its early deficit. ""Coach always stresses that great defense leads to great offense,"" Cook said. The confidence gained in getting defensive stops led to the desire for Duke players to drive the lane instead of shooting three-pointers. ""We saw seams that we could take advantage of,"" Cook said. In the second half, Duke increased its lead to 20 points, then cruised home. The Spartans were never able to cut the deficit to single digits and Duke sank its free throws in the final minutes. ""We got beat and ... Duke played awfully well, but I thought it wasn't one of our better games,"" Michigan State head coach Tom Izzo said. The Blue Devils apparently like playing in Final Fours in Indianapolis, home of...","Wisconsin, which last won a title in 1941, was led by birthday boy Frank Kaminsky . Justise Winslow leads Duke with 19 points, while Jahlil Okafor has 18 . Coach K says his team's defense was ""terrific"""
"Hollywood producer and studio executive Harvey Weinstein will not face criminal charges despite the groping allegations made against him by a former Miss Italy finalist. Italian model Ambra Battilana, 22, told police Weinstein groped her during a 'business meeting' at his Tribeca Film Center office in Manhattan on March 27. Battilana claimed the 63-year-old father of five asked if her breasts were real before touching them and putting his hand up her skirt. Scroll down for video . The Manhattan District Attorney concluded a criminal charge against Harvey Weinstein is 'not supported' Italian model Ambra Battilana, 22, told police the Hollywood producer groped her in his office on March 27 . Battilana refused to cooperate with authorities for four days after making the allegation against Weinstein . The Manhattan District Attorney's office investigated the Italian model's claim, but has decided not to prosecute Weinstein, the New York Post reported. Battilana is a former Miss Italy finalist . District attorney spokeswoman Joan Vollero said on Friday: 'This case was taken seriously from the outset, with a thorough investigation conducted by our Sex Crimes Unit. 'After analyzing the available evidence, including multiple interviews with both parties, a criminal charge is not supported.' Weinstein, who always maintained his innocence, could have faced misdemeanor charges of forcible touching or sexual abuse if the allegations proved true. Battilana refused to cooperate with authorities for four days after lodging the complaint against Weinstein. The delay led to speculation Battilana made the groping allegation in a bid to try and land a part in one of Weinstein's films. Once that 'pipe dream' came to nothing, she decided to cooperate and pursue the criminal case, according to sources. Weinstein, who is originally from Queens, founded Miramax with his brother Bob in 1979 and is worth an estimated $200million. He is married to British-born fashion designer Georgina Chapman, 38, who founded the luxury label Marchesa. They have been together for seven years and have a young son and daughter. Weintein also has three older daughters from his first marriage to his former assistant, Eve Chilton, which ended in 2004. Weinstein, 63, is married to British-born fashion designer Georgina Chapman, 38 (right), and they have two kids . Unmarked police car were spotted outside Weinstein's Tribeca Film Center office (pictured) after the allegation . There are rumors Battilana made the groping claim in an attempt to land a part in one of Weinstein's films .","Manhattan District Attorney concluded 'criminal charge is not supported' 63-year-old was accused of grabbing model at Tribeca Film Center office . Father of five denied the claim but did face possible misdemeanor charges . Battilana, 22, didn't cooperate with police for four days after allegation . Has been claimed delay was because she wanted to try and land a film role ."
